Bureau of Labor Statistics,,,,,,,,,
,,,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",,,,,
,,49-9030,,Home Appliance Repairers,,,,,
,,,49-9031,Home Appliance Repairers,,,,,
,,49-9040,,"Industrial Machinery Installation, Repair, and Maintenance Workers",,,,,
,,,49-9041,Industrial Machinery Mechanics,,,,,
,,,49-9043,"Maintenance Workers, Machinery",,,,,
,,,49-9044,Millwrights,,,,,
,,,49-9045,"Refractory Materials Repairers, Except Brickmasons",,,,,
,,49-9050,,Line Installers and Repairers,,,,,
,,,49-9051,Electrical Power-Line Installers and Repairers,,,,,
,,,49-9052,Telecommunications Line Installers and Repairers,,,,,
,,49-9060,,Precision Instrument and Equipment Repairers,,,,,
,,,49-9061,Camera and Photographic Equipment Repairers,,,,,
,,,49-9062,Medical Equipment Repairers,,,,,
,,,49-9063,Musical Instrument Repairers and Tuners,,,,,
,,,49-9064,Watch Repairers,,,,,
,,,49-9069,"Precision Instrument and Equipment Repairers, All Other",,,,,
,,49-9070,,"Maintenance and Repair Workers, General",,,,,
,,,49-9071,"Maintenance and Repair Workers, General",,,,,
,,49-9080,,Wind Turbine Service Technicians,,,,,
,,,49-9081,Wind Turbine Service Technicians,,,,,
,,49-9090,,"Miscellaneous Installation, Maintenance, and Repair Workers",,,,,
,,,49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",,,,,
,,,49-9092,Commercial Divers,,,,,
,,,49-9093,"Fabric Menders, Except Garment",,,,,
,,,49-9094,Locksmiths and Safe Repairers,,,,,
,,,49-9095,Manufactured Building and Mobile Home Installers,,,,,
,,,49-9096,Riggers,,,,,
,,,49-9097,Signal and Track Switch Repairers,,,,,
,,,49-9098,"Helpers--Installation, Maintenance, and Repair Workers",,,,,
,,,49-9099,"Installation, Maintenance, and Repair Workers, All Other",,,,,
51-0000,,,,Production Occupations,,,,,
,51-1000,,,Supervisors of Production Workers,,,,,
,,51-1010,,First-Line Supervisors of Production and Operating Workers,,,,,
,,,51-1011,First-Line Supervisors of Production and Operating Workers,,,,,
,51-2000,,,Assemblers and Fabricators,,,,,
,,51-2010,,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",,,,,
,,,51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",,,,,
,,51-2020,,"Electrical, Electronics, and Electromechanical Assemblers",,,,,
,,,51-2021,"Coil Winders, Tapers, and Finishers",,,,,
,,,51-2022,Electrical and Electronic Equipment Assemblers,,,,,
,,,51-2023,Electromechanical Equipment Assemblers,,,,,
,,51-2030,,Engine and Other Machine Assemblers,,,,,
,,,51-2031,Engine and Other Machine Assemblers,,,,,
,,51-2040,,Structural Metal Fabricators and Fitters,,,,,
,,,51-2041,Structural Metal Fabricators and Fitters,,,,,
,,51-2090,,Miscellaneous Assemblers and Fabricators,,,,,
,,,51-2091,Fiberglass Laminators and Fabricators,,,,,
,,,51-2092,Team Assemblers,,,,,
,,,51-2093,Timing Device Assemblers and Adjusters,,,,,
,,,51-2099,"Assemblers and Fabricators, All Other",,,,,
,51-3000,,,Food Processing Workers,,,,,
,,51-3010,,Bakers,,,,,
,,,51-3011,Bakers,,,,,
,,51-3020,,"Butchers and Other Meat, Poultry, and Fish Processing Workers",,,,,
,,,51-3021,Butchers and Meat Cutters,,,,,
,,,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",,,,,
,,,51-3023,Slaughterers and Meat Packers,,,,,
,,51-3090,,Miscellaneous Food Processing Workers,,,,,
,,,51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",,,,,
,,,51-3092,Food Batchmakers,,,,,
,,,51-3093,Food Cooking Machine Operators and Tenders,,,,,
,,,51-3099,"Food Processing Workers, All Other",,,,,
,51-4000,,,Metal Workers and Plastic Workers,,,,,
,,51-4010,,Computer Control Programmers and Operators,,,,,
,,,51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",,,,,
,,,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",,,,,
,,51-4020,,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,,51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,,51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,51-4030,,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,,51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,,51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,,51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,51-4040,,Machinists,,,,,
,,,51-4041,Machinists,,,,,
,,51-4050,,"Metal Furnace Operators, Tenders, Pourers, and Casters",,,,,
,,,51-4051,Metal-Refining Furnace Operators and Tenders,,,,,
,,,51-4052,"Pourers and Casters, Metal",,,,,
,,51-4060,,"Model Makers and Patternmakers, Metal and Plastic",,,,,
,,,51-4061,"Model Makers, Metal and Plastic",,,,,
,,,51-4062,"Patternmakers, Metal and Plastic",,,,,
,,51-4070,,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,,51-4071,Foundry Mold and Coremakers,,,,,
,,,51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,51-4080,,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,,51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,51-4110,,Tool and Die Makers,,,,,
,,,51-4111,Tool and Die Makers,,,,,
,,51-4120,,"Welding, Soldering, and Brazing Workers",,,,,
,,,51-4121,"Welders, Cutters, Solderers, and Brazers",,,,,
,,,51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",,,,,
,,51-4190,,Miscellaneous Metal Workers and Plastic Workers,,,,,
,,,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,,51-4192,"Layout Workers, Metal and Plastic",,,,,
,,,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",,,,,
,,,51-4194,"Tool Grinders, Filers, and Sharpeners",,,,,
,,,51-4199,"Metal Workers and Plastic Workers, All Other",,,,,
,51-5100,,,Printing Workers,,,,,
,,51-5110,,Printing Workers,,,,,
,,,51-5111,Prepress Technicians and Workers,,,,,
,,,51-5112,Printing Press Operators,,,,,
,,,51-5113,Print Binding and Finishing Workers,,,,,
,51-6000,,,"Textile, Apparel, and Furnishings Workers",,,,,
,,51-6010,,Laundry and Dry-Cleaning Workers,,,,,
,,,51-6011,Laundry and Dry-Cleaning Workers,,,,,
,,51-6020,,"Pressers, Textile, Garment, and Related Materials",,,,,
,,,51-6021,"Pressers, Textile, Garment, and Related Materials",,,,,
,,51-6030,,Sewing Machine Operators,,,,,
,,,51-6031,Sewing Machine Operators,,,,,
,,51-6040,,Shoe and Leather Workers,,,,,
,,,51-6041,Shoe and Leather Workers and Repairers,,,,,
,,,51-6042,Shoe Machine Operators and Tenders,,,,,
,,51-6050,,"Tailors, Dressmakers, and Sewers",,,,,
,,,51-6051,"Sewers, Hand",,,,,
,,,51-6052,"Tailors, Dressmakers, and Custom Sewers",,,,,
,,51-6060,,"Textile Machine Setters, Operators, and Tenders",,,,,
,,,51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders,,,,,
,,,51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",,,,,
,,,51-6063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",,,,,
,,,51-6064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",,,,,
,,51-6090,,"Miscellaneous Textile, Apparel, and Furnishings Workers",,,,,
,,,51-6091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",,,,,
,,,51-6092,Fabric and Apparel Patternmakers,,,,,
,,,51-6093,Upholsterers,,,,,
,,,51-6099,"Textile, Apparel, and Furnishings Workers, All Other",,,,,
,51-7000,,,Woodworkers,,,,,
,,51-7010,,Cabinetmakers and Bench Carpenters,,,,,
,,,51-7011,Cabinetmakers and Bench Carpenters,,,,,
,,51-7020,,Furniture Finishers,,,,,
,,,51-7021,Furniture Finishers,,,,,
,,51-7030,,"Model Makers and Patternmakers, Wood",,,,,
,,,51-7031,"Model Makers, Wood",,,,,
,,,51-7032,"Patternmakers, Wood",,,,,
,,51-7040,,"Woodworking Machine Setters, Operators, and Tenders",,,,,
,,,51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",,,,,
,,,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",,,,,
,,51-7090,,Miscellaneous Woodworkers,,,,,
,,,51-7099,"Woodworkers, All Other",,,,,
,51-8000,,,Plant and System Operators,,,,,
,,51-8010,,"Power Plant Operators, Distributors, and Dispatchers",,,,,
,,,51-8011,Nuclear Power Reactor Operators,,,,,
,,,51-8012,Power Distributors and Dispatchers,,,,,
,,,51-8013,Power Plant Operators,,,,,
,,51-8020,,Stationary Engineers and Boiler Operators,,,,,
,,,51-8021,Stationary Engineers and Boiler Operators,,,,,
,,51-8030,,Water and Wastewater Treatment Plant and System Operators,,,,,
,,,51-8031,Water and Wastewater Treatment Plant and System Operators,,,,,
,,51-8090,,Miscellaneous Plant and System Operators,,,,,
,,,51-8091,Chemical Plant and System Operators,,,,,
,,,51-8092,Gas Plant Operators,,,,,
,,,51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",,,,,
,,,51-8099,"Plant and System Operators, All Other",,,,,
,51-9000,,,Other Production Occupations,,,,,
,,51-9010,,"Chemical Processing Machine Setters, Operators, and Tenders",,,,,
,,,51-9011,Chemical Equipment Operators and Tenders,,,,,
,,,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",,,,,
,,51-9020,,"Crushing, Grinding, Polishing, Mixing, and Blending Workers",,,,,
,,,51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",,,,,
,,,51-9022,"Grinding and Polishing Workers, Hand",,,,,
,,,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",,,,,
,,51-9030,,Cutting Workers,,,,,
,,,51-9031,"Cutters and Trimmers, Hand",,,,,
,,,51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",,,,,
,,51-9040,,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",,,,,
,,,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",,,,,
,,51-9050,,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",,,,,
,,,51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",,,,,
,,51-9060,,"Inspectors, Testers, Sorters, Samplers, and Weighers",,,,,
,,,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",,,,,
,,51-9070,,Jewelers and Precious Stone and Metal Workers,,,,,
,,,51-9071,Jewelers and Precious Stone and Metal Workers,,,,,
,,51-9080,,"Medical, Dental, and Ophthalmic Laboratory Technicians",,,,,
,,,51-9081,Dental Laboratory Technicians,,,,,
,,,51-9082,Medical Appliance Technicians,,,,,
,,,51-9083,Ophthalmic Laboratory Technicians,,,,,
,,51-9110,,Packaging and Filling Machine Operators and Tenders,,,,,
,,,51-9111,Packaging and Filling Machine Operators and Tenders,,,,,
,,51-9120,,Painting Workers,,,,,
,,,51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",,,,,
,,,51-9122,"Painters, Transportation Equipment",,,,,
,,,51-9123,"Painting, Coating, and Decorating Workers",,,,,
,,51-9140,,Semiconductor Processors,,,,,
,,,51-9141,Semiconductor Processors,,,,,
,,51-9150,,Photographic Process Workers and Processing Machine Operators,,,,,
,,,51-9151,Photographic Process Workers and Processing Machine Operators,,,,,
,,51-9190,,Miscellaneous Production Workers,,,,,
,,,51-9191,Adhesive Bonding Machine Operators and Tenders,,,,,
,,,51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",,,,,
,,,51-9193,Cooling and Freezing Equipment Operators and Tenders,,,,,
,,,51-9194,Etchers and Engravers,,,,,
,,,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",,,,,
,,,51-9196,"Paper Goods Machine Setters, Operators, and Tenders",,,,,
,,,51-9197,Tire Builders,,,,,
,,,51-9198,Helpers--Production Workers,,,,,
,,,51-9199,"Production Workers, All Other",,,,,
53-0000,,,,Transportation and Material Moving Occupations,,,,,
,53-1000,,,Supervisors of Transportation and Material Moving Workers,,,,,
,,53-1010,,Aircraft Cargo Handling Supervisors,,,,,
,,,53-1011,Aircraft Cargo Handling Supervisors,,,,,
,,53-1020,,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",,,,,
,,,53-1021,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",,,,,
,,53-1030,,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,,,,,
,,,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,,,,,
,53-2000,,,Air Transportation Workers,,,,,
,,53-2010,,Aircraft Pilots and Flight Engineers,,,,,
,,,53-2011,"Airline Pilots, Copilots, and Flight Engineers",,,,,
,,,53-2012,Commercial Pilots,,,,,
,,53-2020,,Air Traffic Controllers and Airfield Operations Specialists,,,,,
,,,53-2021,Air Traffic Controllers,,,,,
,,,53-2022,Airfield Operations Specialists,,,,,
,,53-2030,,Flight Attendants,,,,,
,,,53-2031,Flight Attendants,,,,,
,53-3000,,,Motor Vehicle Operators,,,,,
,,53-3010,,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",,,,,
,,,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",,,,,
,,53-3020,,Bus Drivers,,,,,
,,,53-3021,"Bus Drivers, Transit and Intercity ",,,,,
,,,53-3022,"Bus Drivers, School or Special Client ",,,,,
,,53-3030,,Driver/Sales Workers and Truck Drivers,,,,,
,,,53-3031,Driver/Sales Workers,,,,,
,,,53-3032,Heavy and Tractor-Trailer Truck Drivers,,,,,
,,,53-3033,Light Truck or Delivery Services Drivers,,,,,
,,53-3040,,Taxi Drivers and Chauffeurs,,,,,
,,,53-3041,Taxi Drivers and Chauffeurs,,,,,
,,53-3090,,Miscellaneous Motor Vehicle Operators,,,,,
,,,53-3099,"Motor Vehicle Operators, All Other",,,,,
,53-4000,,,Rail Transportation Workers,,,,,
,,53-4010,,Locomotive Engineers and Operators,,,,,
,,,53-4011,Locomotive Engineers,,,,,
,,,53-4012,Locomotive Firers,,,,,
,,,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",,,,,
,,53-4020,,"Railroad Brake, Signal, and Switch Operators",,,,,
,,,53-4021,"Railroad Brake, Signal, and Switch Operators",,,,,
,,53-4030,,Railroad Conductors and Yardmasters,,,,,
,,,53-4031,Railroad Conductors and Yardmasters,,,,,
,,53-4040,,Subway and Streetcar Operators,,,,,
,,,53-4041,Subway and Streetcar Operators,,,,,
,,53-4090,,Miscellaneous Rail Transportation Workers,,,,,
,,,53-4099,"Rail Transportation Workers, All Other",,,,,
,53-5000,,,Water Transportation Workers,,,,,
,,53-5010,,Sailors and Marine Oilers,,,,,
,,,53-5011,Sailors and Marine Oilers,,,,,
,,53-5020,,Ship and Boat Captains and Operators,,,,,
,,,53-5021,"Captains, Mates, and Pilots of Water Vessels",,,,,
,,,53-5022,Motorboat Operators,,,,,
,,53-5030,,Ship Engineers,,,,,
,,,53-5031,Ship Engineers,,,,,
,53-6000,,,Other Transportation Workers,,,,,
,,53-6010,,Bridge and Lock Tenders,,,,,
,,,53-6011,Bridge and Lock Tenders,,,,,
,,53-6020,,Parking Lot Attendants,,,,,
,,,53-6021,Parking Lot Attendants,,,,,
,,53-6030,,Automotive and Watercraft Service Attendants,,,,,
,,,53-6031,Automotive and Watercraft Service Attendants,,,,,
,,53-6040,,Traffic Technicians,,,,,
,,,53-6041,Traffic Technicians,,,,,
,,53-6050,,Transportation Inspectors,,,,,
,,,53-6051,Transportation Inspectors,,,,,
,,53-6060,,"Transportation Attendants, Except Flight Attendants",,,,,
,,,53-6061,"Transportation Attendants, Except Flight Attendants ",,,,,
,,53-6090,,Miscellaneous Transportation Workers,,,,,
,,,53-6099,"Transportation Workers, All Other",,,,,
,53-7000,,,Material Moving Workers,,,,,
,,53-7010,,Conveyor Operators and Tenders,,,,,
,,,53-7011,Conveyor Operators and Tenders,,,,,
,,53-7020,,Crane and Tower Operators,,,,,
,,,53-7021,Crane and Tower Operators,,,,,
,,53-7030,,"Dredge, Excavating, and Loading Machine Operators",,,,,
,,,53-7031,Dredge Operators,,,,,
,,,53-7032,Excavating and Loading Machine and Dragline Operators,,,,,
,,,53-7033,"Loading Machine Operators, Underground Mining",,,,,
,,53-7040,,Hoist and Winch Operators,,,,,
,,,53-7041,Hoist and Winch Operators,,,,,
,,53-7050,,Industrial Truck and Tractor Operators,,,,,
,,,53-7051,Industrial Truck and Tractor Operators,,,,,
,,53-7060,,"Laborers and Material Movers, Hand",,,,,
,,,53-7061,Cleaners of Vehicles and Equipment,,,,,
,,,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",,,,,
,,,53-7063,Machine Feeders and Offbearers,,,,,
,,,53-7064,"Packers and Packagers, Hand",,,,,
,,53-7070,,Pumping Station Operators,,,,,
,,,53-7071,Gas Compressor and Gas Pumping Station Operators,,,,,
,,,53-7072,"Pump Operators, Except Wellhead Pumpers",,,,,
,,,53-7073,Wellhead Pumpers,,,,,
,,53-7080,,Refuse and Recyclable Material Collectors,,,,,
,,,53-7081,Refuse and Recyclable Material Collectors,,,,,
,,53-7110,,Mine Shuttle Car Operators,,,,,
,,,53-7111,Mine Shuttle Car Operators,,,,,
,,53-7120,,"Tank Car, Truck, and Ship Loaders",,,,,
,,,53-7121,"Tank Car, Truck, and Ship Loaders",,,,,
,,53-7190,,Miscellaneous Material Moving Workers,,,,,
,,,53-7199,"Material Moving Workers, All Other",,,,,
55-0000,,,,Military Specific Occupations,,,,,
,55-1000,,,Military Officer Special and Tactical Operations Leaders,,,,,
,,55-1010,,Military Officer Special and Tactical Operations Leaders,,,,,
,,,55-1011,Air Crew Officers,,,,,
,,,55-1012,Aircraft Launch and Recovery Officers,,,,,
,,,55-1013,Armored Assault Vehicle Officers,,,,,
,,,55-1014,Artillery and Missile Officers,,,,,
,,,55-1015,Command and Control Center Officers,,,,,
,,,55-1016,Infantry Officers,,,,,
,,,55-1017,Special Forces Officers,,,,,
,,,55-1019,"Military Officer Special and Tactical Operations Leaders, All Other",,,,,
,55-2000,,,First-Line Enlisted Military Supervisors,,,,,
,,55-2010,,First-Line Enlisted Military Supervisors,,,,,
,,,55-2011,First-Line Supervisors of Air Crew Members,,,,,
,,,55-2012,First-Line Supervisors of Weapons Specialists/Crew Members,,,,,
,,,55-2013,First-Line Supervisors of All Other Tactical Operations Specialists,,,,,
,55-3000,,,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,,,,,
,,55-3010,,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,,,,,
,,,55-3011,Air Crew Members,,,,,
,,,55-3012,Aircraft Launch and Recovery Specialists,,,,,
,,,55-3013,Armored Assault Vehicle Crew Members,,,,,
,,,55-3014,Artillery and Missile Crew Members,,,,,
,,,55-3015,Command and Control Center Specialists,,,,,
,,,55-3016,Infantry,,,,,
,,,55-3017,Radar and Sonar Technicians,,,,,
,,,55-3018,Special Forces,,,,,
,,,55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",,,,,
